toko,nama_barang,ulasan,rating
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",Alhamdulillah 2hari udah smpe ga ada kendala mksih,5
oppo,OPPO Cable USB A-C DL 201 White Led,,5
oppo,"OPPO A38 6/128GB [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi",Setelah menunggu seharian akhir nya datang juga mendarat dngan selamat,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",,5
oppo,"OPPO A38 [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi","Maaf ka baru sempat kasih ulasan, dan maaf jga gda video unboxingnya 🙏
Tapi sumpah ni hp asli bgt, sumpah amanah pake banget. Pokoknya ga nyesel beli disini 🥰🌹
Next or...",5
oppo,[NEW] OPPO Reno13 F 5G 12GB/256GB & 8GB/256GB (Garansi Resmi),mantap sudah sampai dengan selamat tiba ditujuan sesuai diskrriipsi semoga awet dan tahan lama,5
oppo,OPPO Half-Ear Earphones MH135 White UN,Hedsetnya Baguuuusss Cuma Pengiriman nya Lama Karena Kurir JNE Hampir Semingguan Tunggu😭😭😭,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,4
oppo,OPPO Cable USB A-C DL 201 White Led,,5
oppo,[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi),mantap hpnya,5
oppo,OPPO Reno11 5G 8GB/256GB (Garansi Resmi),"100% Ori, segel oke, kualitas mantap, pengiriman cepet diluar estimasi, selalu belaja di toko official biar puas",5
oppo,"OPPO A38 [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi",,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",Bagus sesuai pesanan,5
oppo,,sejauh ini tg terbaik buat a78,5
oppo,,bgus kokoh,5
oppo,OPPO A60 8GB+8GB/128GB & 256GB (Garansi Resmi) XYZ8732OP,terimakasih gan barang sudah sampai 🙏,5
oppo,OPPO Cable USB A-C DL 201 White Led,,4
oppo,"OPPO A38 6/128GB [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi",,5
oppo,OPPO Stereo Earphone MH135-3 Type-C White Earphones s  Microphone  Headset  Headphones Bass Earbuds,,5
oppo,HP OPPO Reno12 F 4G  8 GB/256 GB - OPPO Official Store,Bagus baru di pke,4
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",Produk original,5
oppo,,mantap barang 100% original gak perlu ragu beli disini vooc juga menyala,5
oppo,"OPPO A58 NFC 8GB/128GB [8GB+8GB RAM Expansion, 5000mAh SUPERVOOC 33W, FHD+ Big Screen] Bluetooth",Amanah,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi","Real , tapi pengiriman agak lama",5
oppo,"OPPO A38 [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi",Sudah order yang ke 2x nya Alhamdulillah GK pernah kecewa,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,"OPPO Reno11 5G 8GB/256GB [50MP OIS Main Camera, 32MP Telephoto Portrait, 67W SUPERVOOC, 5000mAh Large Battery]",Sesuai semoga awet,5
oppo,"OPPO A58 NFC 8GB/128GB [8GB+8GB RAM Expansion, 5000mAh SUPERVOOC 33W, FHD+ Big Screen] Bluetooth",,5
oppo,OPPO A3x 4GB(+4GB)/64GB (Garansi Resmi)  XYZ8732OP,"respon oke ,barang oke cepat sampai juga",5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",,5
oppo,"OPPO A58 NFC 8GB/128GB [8GB+8GB RAM Expansion, 5000mAh SUPERVOOC 33W, FHD+ Big Screen] Bluetooth","maaf ya baru ngasih ulasan,
pokoknya ga usah di ragukan lagi,hanya bintang yang berbicara",5
oppo,OPPO A3x 4GB(+4GB)/64GB (Garansi Resmi)  XYZ8732OP,"fast respon, keren d",5
oppo,HP OPPO Reno12 F 4G  8 GB/256 GB - OPPO Official Store,Sesuai pesanan barang 100% original best seller pengiriman cepat dan Peking rapi kurirnya ramah,5
oppo,"OPPO A38 6/128GB [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi",,5
oppo,[NEW] Power Adapter 65W GaN SUPERVOOC,Bagus,5
oppo,OPPO Reno11 5G 8GB/256GB (Garansi Resmi),"Bara g sesuai pesanan dan original segel, garansi masih belum jalan... Oppo Official mantab...",5
oppo,OPPO A79 5G 8GB/256GB (Garansi Resmi),"semuanya baik, thanks",5
oppo,,"barang bagus, packing rapi...pesanan sesuai",5
oppo,"OPPO A38 [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi","Mantap, sudah beli ke 2 kalinya untuk ponakan ponakan",5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,"[WENNY_WIJAYA APPROVED] HP OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",bagus tapi hp nya CPT panas,4
oppo,,Barang masih disegel pada saat pengiriman. Sudah pasti original. Pelayanan bintang 🌟🌟🌟🌟🌟. Puas berbelanja di toko ini.,5
oppo,OPPO A79 5G 8GB/256GB (Garansi Resmi),"barang segel, bubble tebel, pengiriman cepet",5
oppo,OPPO Cable USB A-C DL 201 White Led,"barang bener bener ori mantap, pengiriman juga cpt 👍",4
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,OPPO Half-Ear Earphones MH135 White UN,Hs ku udh ympe suaranya mantap..udh ketiga kalinya Aku pke prodak Oppo ini MKch,5
oppo,[NEW] OPPO Reno13 F 5G 12GB/256GB & 8GB/256GB (Garansi Resmi),"barang sesuai pesanan dn bagus,smoga awet barang y",5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,4
oppo,OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - Promo,barang mantap,5
oppo,,"Terimakasih, Oppo pasti berkualitas barang nya👍",5
oppo,HP OPPO Reno12 F 4G  8 GB/256 GB - OPPO Official Store,"Tolong tanggung jawabnya dari tokonya ini, saya di kasih barang palsu,kembalikan uang saya, padahal saya pesan mahal2 hp nya, kok di kasih barang palsu... 
Saya minta tan...",1
oppo,OPPO A5 Pro 5G 8GB+256GB (Garansi Resmi),Mantap klo beli hp di online usahakn yg official” aja,5
oppo,"OPPO A38 6/128GB [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi",,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,OPPO A5 Pro 8GB+128GB/256GB (Garansi Resmi),Alhamdulillah barang sudah sampai tujuan terimakasih,5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi),"barang sesuai, puas dengan produk nya",5
oppo,OPPO A5 Pro 8GB+128GB/256GB (Garansi Resmi),"Kurir amanah pengiriman cepat, hp berfungsi normal",5
oppo,"OPPO A38 6/128GB [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi","Alhamdulillah barangnya nyamp,selamat sampai rumah.barangnya ORI😍💯",5
oppo,OPPO A78 8GB(+8GB)/256GB Smartphone (Garansi Resmi),mantap respon toko sergep mantap,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,[SPECIAL IC] HP OPPO A78 5G 8GB/128GB Smartphone,Bagus,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",Bagus,5
oppo,"OPPO A38 6/128GB [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi",,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,OPPO Stereo Earphone MH135-3 Type-C White Earphones s  Microphone  Headset  Headphones Bass Earbuds,,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,"OPPO A58 NFC 8GB/128GB [8GB+8GB RAM Expansion, 5000mAh SUPERVOOC 33W, FHD+ Big Screen] Bluetooth",,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,OPPO Half-Ear Earphones MH135 White UN,"Terima kasih. Barang bagus original sesuai dengan pesanan, suara earphonenya bagus jernih. Pertahankan kualitas barangnya (original) jangan sampai konsumen kecewa.",5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,OPPO Cable USB A-C DL 201 White Led,Mantap,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - Promo,barang masih di segel.pengiriman cepat paking juga oke thanks semoga awet dan berfungsi dengan baik..sukses terus oppo Indonesia,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,,"selalu puas sih klo beli di official, packing cukup oke, sampai dgn selamat",5
oppo,OPPO A38 6GB/128GB (Garansi Resmi) XYZ8732OP,respon seller lelet,4
oppo,"OPPO A38 6/128GB [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi",,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",Bagus dan aman,5
oppo,OPPO A78 8GB(+8GB)/256GB Smartphone (Garansi Resmi),".,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,..,",5
oppo,OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - Promo,"barang msh disegel, berfungsi baik garansi resmi ..top deh..mksh seller",5
oppo,,"udah dicoba, suaranya gilaa mantap sesuai ekspektasi 🤭",5
oppo,OPPO A79 5G 8GB/256GB (Garansi Resmi),ok,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi),"bagus, kalo nyari oppo yg ori cari di oppo offcial store takut nya kalo di toko lsin dikasih yg bekas soalnya dulu pernah nyari ditoko lain saya kembalikan. makasih sellw...",5
oppo,[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi),"barang masih di segel, sangat memuaskan",5
oppo,,barang ori oppo. sudah dicoba dan bisa super vooc. proses cepat,5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel","Paket dipacking sangat rapi , makasih 🥰",5
oppo,OPPO A5 Pro 5G 8GB+256GB (Garansi Resmi),mantap sesuai deskripsi dan lancar jaya . semoga awet,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,OPPO A38 6GB/128GB (Garansi Resmi) XYZ8732OP,"barang Ok 

masih segel",5
oppo,OPPO A79 5G 8GB/256GB (Garansi Resmi),"ok.. barsng datang dgn selamat, cuma dus luar basah.. dalam aman
berfungdi dg baik.. 
toko lumayan gercep.. 
makasih",5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",Sesuai,5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,"OPPO A38 [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi",Hp sudah dtang dgn kondisi baik packing aman & ORI,5
oppo,OPPO A5 Pro 8GB+128GB/256GB (Garansi Resmi),"pengiriman cepat,, respon cepat,, bagus pokoknya",5
oppo,OPPO A5 Pro 5G 8GB+256GB (Garansi Resmi),Barang ORI masih disegel pakingan bagus recommended belanja di Oppo official store,5
oppo,OPPO A5 Pro 5G 8GB+256GB (Garansi Resmi),"barang sampai tapi isi paket kotak hp yg kosong, kecewa dengan proses pengirimannya",1
oppo,[NEW] OPPO Reno13 5G 12GB/256GB Smartphone (Garansi Resmi),"Paket sampai dengen selamat,pengirimannya cepet👍",5
oppo,,"terimakasih meskipun di hari Minggu masih melayani pengiriman, dan Selasa siang sudah sampek SBY. mksh yah kak. kalo beli di official sudah dipastikan original, box nya j...",5
oppo,OPPO A38 6GB/128GB (Garansi Resmi) XYZ8732OP,luar biasa.. checkout pagi. ±3jam sudah sampai rumah. cepet bgt pengiriman nya!!! barang ori dan masih tetsegel rapih. bagus!!! tengkyu seller🙏,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi),,5
oppo,[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi),"official oppo memang joss gandiss,brg sesuai
mantulll",5
oppo,OPPO A5 Pro 8GB+128GB/256GB (Garansi Resmi),tadinya mau batal karena udah diajuin malah dikirim ya sudah lah,5
oppo,OPPO A60 8GB+8GB/128GB & 256GB (Garansi Resmi) XYZ8732OP,"Mantaf berfungsi baik,,
Semoga awet dipakai nya",5
oppo,OPPO A18 4GB/128GB Smartphone (Garansi Resmi) - Promo,"marang masih segel, dan sengaja bikin ulasan nya telat dan alhamdulilah barang bagus berfungsi normal",5
oppo,OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - Promo,good jobs👍👍👍,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,OPPO Reno12 F 5G 12GB/256GB (Garansi Resmi) XYZ8732OP,Hp-nya diterima tanpa kendala. Hp dipacking aman dan Hp berjalan dengan baik. Terima kasih banyak,5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,"[REZKY_PHONECELL_KTB APPROVED] HP OPPO A3 NFC 8GB/128GB [Military-Grade Shock Resistance, Snapdragon 6s Gen 1 45W SUPERVOOC]",Makasi bgus lenkp,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,"HP OPPO A79 5G 8GB/256GB [Dual Stereo Speakers, 33W SUPERVOOC, 5000mAh Large Battery, 50MP AI Camera]",,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,OPPO A5 Pro 8GB+128GB/256GB (Garansi Resmi),"Alhamdulillah suda sampai, sesuwai pesanan",5
oppo,OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi),"barang masih di segel, pengemasan rapih dan sangat baik jadi tidak takut penyok",5
oppo,OPPO A38 6GB/128GB (Garansi Resmi) XYZ8732OP,sampai dgn selamat,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - Promo,berfungsi baik,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",mantap. sesuai aslinya. jos pokoknya,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",bguss,5
oppo,[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi),"terima kasih, produk sampai sesuai dengan pesanan, cepat sampai, packing rapi aman 👍🏻",5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,OPPO Half-Ear Earphones MH135 White UN,Suara jernih banget,5
oppo,OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi),sesuai...mantapppppppp benerrrrrrrrrr dehhhhhhhhhhhhhhhhhhhhh,5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,"OPPO A58 NFC 8GB/128GB [8GB+8GB RAM Expansion, 5000mAh SUPERVOOC 33W, FHD+ Big Screen] Bluetooth",,5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,OPPO Stereo Earphone MH135-3 Type-C White Earphones s  Microphone  Headset  Headphones Bass Earbuds,,5
oppo,"OPPO A38 6/128GB [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi","Terimakasih sudah sampai, aktif semua aplikasinya",4
oppo,OPPO Half-Ear Earphones MH135 White UN,Enakeunnn gas co,5
oppo,OPPO A3x 4GB(+4GB)/64GB (Garansi Resmi)  XYZ8732OP,aamaaaaannnnnn pokoknyaaaa,5
oppo,HP OPPO Reno12 F 4G  8 GB/256 GB - OPPO Official Store,"Mantaaaaaaaaaaaaaaaap....
Proses cepat, pengiriman cepat, packing rapih, sesuai pesanan, Hp berpungsi dgn baik...",5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",Mengisi dengan normal,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",Yg ori fast charging,5
oppo,HP OPPO Reno12 F 4G  8 GB/256 GB - OPPO Official Store,Bagus,5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,"【AFDHAL APPROVED】HP OPPO A3 NFC 8GB/128GB [Military-Grade Shock Resistance, Snapdragon 6s Gen 1 45W SUPERVOOC]",,5
oppo,OPPO A79 5G 8GB/256GB (Garansi Resmi),Barang masih disegel dan berfungsi dengan baik,5
oppo,"OPPO A38 [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi","Paket hp nya sudah diterima, kondisi baik, warnanya cantik, safety bubble wrap, harga terjangkau, semoga awet ya.",5
oppo,OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - Promo,mantaf..sesuai barangny,5
oppo,OPPO Reno11 5G 8GB/256GB (Garansi Resmi),"barang sesuai pesanan, original oppo,,, recommended seller",5
oppo,OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi),"barang masih segel dan ori, pengiriman cepat 👍",5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,,"packing aman, kualitas barang aman, suara empuk",5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel","Baguss bgt, pengiriman nya cepat. Udah 2x beli disini . Tidak mengecewakan. Thx u kaak🙏🏻",5
oppo,OPPO Reno12 F 8GB/256GB Smartphone (Garansi Resmi) XYZ8732OP,"Hp masih bersegel, packing double plastik bubble dan Dus MANTAP",5
oppo,OPPO Half-Ear Earphones MH135 White UN,Original,5
oppo,OPPO Half-Ear Earphones MH135 White UN,Barang ORI suaranya bening worth it bgt,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",Berpungsi dengan baik,5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,OPPO A38 6GB/128GB (Garansi Resmi) XYZ8732OP,"barang masih tersegel,semoga berfungsi dengan baik....dan semoga awet",5
oppo,"【BANG ROY APPROVED】HP OPPO A3 NFC 8GB/128GB [Military-Grade Shock Resistance, Snapdragon 6s Gen 1 45W SUPERVOOC]",Sesuai pesanan terima kasih,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,OPPO A3x 4GB(+4GB)/64GB (Garansi Resmi)  XYZ8732OP,"paket sudah sampai kondisi oke cuman dus luar agak remuk dikit,isi dalam nya aman untung double paking👍👍hp berfungsi normal kelengkapan full.sudah langganan belanja di...",5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,"【AFDHAL APPROVED】HP OPPO A3 NFC 8GB/128GB [Military-Grade Shock Resistance, Snapdragon 6s Gen 1 45W SUPERVOOC]",Alhamdulillah hpnya dtgnya cepet no lecet no kendala.....mantap amanah tokonya...... smoga berkah barokah usahanya 🤲,5
oppo,OPPO A78 8GB(+8GB)/256GB Smartphone (Garansi Resmi),baru kemaren pesen.. sekarang udah sampe sumpah bagus banget packing juga aman banget..semoga awet ya diaku terimakasih banyak,5
oppo,"【BANG ROY APPROVED】HP OPPO A3 NFC 8GB/128GB [Military-Grade Shock Resistance, Snapdragon 6s Gen 1 45W SUPERVOOC]",Bagus,5
oppo,OPPO A5 Pro 8GB+128GB/256GB (Garansi Resmi),fast response..barang sudah diterima,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,"HP OPPO A79 5G 8GB/256GB [Dual Stereo Speakers, 33W SUPERVOOC, 5000mAh Large Battery, 50MP AI Camera]",,5
oppo,[Kejar Diskon] OPPO Reno12 F 5G 12GB/256GB (Garansi Resmi),berfungsi dengan baik. kemasan aman. ramah. terima kasih.. 👍🏻,5
oppo,HP OPPO Reno12 F 4G  8 GB/256 GB - OPPO Official Store,Good,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,[BAIM APPROVED] HP OPPO A78 8GB/256GB Smartphone (Garansi Resmi) Gold Camera Led  Bluetooth Speakers Kamera,"Alhamdullilah...paketku sudah sampai...sempet keselllll lama d,jln.tp ok ngga PP hpnya bagussss👍👍 makasih seller......",5
oppo,OPPO A79 5G 8GB/256GB (Garansi Resmi),"barang masih di segel kondisi baru, sesuai pesanan sangat memuaskan sekali, terimakasih",5
oppo,OPPO A60 8GB+8GB/128GB & 256GB (Garansi Resmi) XYZ8732OP,sesuai keinginan ... terima kasih ...,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,OPPO A58 NFC 8GB/128GB (Garansi Resmi),"alhamdulillah barang datang cepat... segel, berfungsi dengan baik.. semoga awet",5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,OPPO Half-Ear Earphones MH135 White UN,👍,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel","sangat puas sekali... 
produk asli.. 
suport voc..
semoga awtet",5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",Pesanan sesuai dan berfungsi dengan baik,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,4
oppo,"OPPO A38 6/128GB [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi",Gg ada poto nya.  Soal nya aku order buat suami dijakarta.  Barang nya bagus.  Masih segel . Semoga awet ya barang nya,5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,OPPO Cable USB A-C DL 201 White Led,,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",Semoga aweet,5
oppo,OPPO Cable USB A-C DL 201 White Led,Berfungsi dengan baik,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel","mntap, ori",5
oppo,OPPO A3x 4GB(+4GB)/64GB (Garansi Resmi)  XYZ8732OP,puas,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,"OPPO A38 [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi",,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,"[WILLIE SALIM APPROVED] HP OPPO A3 NFC 8GB/128GB [Military-Grade Shock Resistance, Snapdragon 6s Gen 1 45W SUPERVOOC] Cofund","Amanah,,original,,sekrang Uda ku pakai hpx",5
